index,file,sample_id,instrument,analysis,purity,mineral_type,formula,sample_location,group,mineral
163,c:\2020\ecospeclib\mineral.hydroxide.none.fine.vswir.oh-1a.jpl.perkin.spectrum.txt, oh-1a,Perk,FALSE,z, none,mg(oh)_2, jpl,other-mgoh,brucite
164,c:\2020\ecospeclib\mineral.hydroxide.none.medium.vswir.oh-1a.jpl.perkin.spectrum.txt, oh-1a,Perk,FALSE,z, none,mg(oh)_2, jpl,other-mgoh,brucite
165,Talc_HS21.1B_ASDFRb_AREF.txt," hs21.1b, hs21.2b, hs21.3b, hs21.4b",ASDFR,TRUE,b, phyllosilicate, Mg3Si4O10(OH)2, usgs denver spectroscopy laboratory,other-mgoh,talc
166,Talc_HS21.3B_ASDFRb_AREF.txt," hs21.1b, hs21.2b, hs21.3b, hs21.4b",ASDFR,TRUE,b, phyllosilicate, Mg3Si4O10(OH)2, usgs denver spectroscopy laboratory,other-mgoh,talc
167,Talc_HS21.4B_ASDFRb_AREF.txt," hs21.1b, hs21.2b, hs21.3b, hs21.4b",ASDFR,TRUE,b, phyllosilicate, Mg3Si4O10(OH)2, usgs denver spectroscopy laboratory,other-mgoh,talc
168,Goethite_GDS134_ASDFRb_AREF.txt, gds134,ASDFR,FALSE,b, hydroxide, alpha-FeO(OH), usgs denver spectroscopy laboratory,oxide,goethite
169,c:\2020\ecospeclib\mineral.oxide.none.fine.vswir.o-1a.jpl.perkin.spectrum.txt, o-1a,Perk,FALSE,z, none,fe_2o_3, jpl,oxide,hematite
170,c:\2020\ecospeclib\mineral.oxide.none.fine.vswir.o-1b.jpl.perkin.spectrum.txt, o-1b,Perk,FALSE,z, none,fe_2o_3, jpl,oxide,hematite
171,Hematite_HS45.3_ASDFRb_AREF.txt, hs45.3,ASDFR,FALSE,b, oxide, alpha-Fe2O3, usgs denver spectroscopy laboratory,oxide,hematite
172,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.fine.vswir.ps-4a.jpl.perkin.spectrum.txt, ps-4a,Perk,FALSE,z, phyllosilicate,"(mg,al)_2si_4o_10(oh).4h_2o", jpl,pal-sep,palygorskite
173,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.coarse.vswir.ps-5a.jpl.perkin.spectrum.txt, ps-5a,Perk,FALSE,z, phyllosilicate,mg_4si_6o_15(oh)_2.6h_2o, jpl,pal-sep,sepiolite
174,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.fine.vswir.ps-5a.jpl.perkin.spectrum.txt, ps-5a,Perk,FALSE,z, phyllosilicate,mg_4si_6o_15(oh)_2.6h_2o, jpl,pal-sep,sepiolite
175,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.medium.vswir.ps-5a.jpl.perkin.spectrum.txt, ps-5a,Perk,FALSE,z, phyllosilicate,mg_4si_6o_15(oh)_2.6h_2o, jpl,pal-sep,sepiolite
176,Monazite_HS255.1B_ASDFRb_AREF.txt," hs255.1b, hs255.2b, hs255.3b, hs255.4b",ASDFR,FALSE,b, phosphate," (Ce,La,Nd,Th)PO4", usgs denver spectroscopy laboratory,phosphate,monazite
177,Monazite_HS255.2B_ASDFRb_AREF.txt," hs255.1b, hs255.2b, hs255.3b, hs255.4b",ASDFR,FALSE,b, phosphate," (Ce,La,Nd,Th)PO4", usgs denver spectroscopy laboratory,phosphate,monazite
178,Monazite_HS255.3B_ASDFRb_AREF.txt," hs255.1b, hs255.2b, hs255.3b, hs255.4b",ASDFR,FALSE,b, phosphate," (Ce,La,Nd,Th)PO4", usgs denver spectroscopy laboratory,phosphate,monazite
179,Monazite_HS255.4B_ASDFRb_AREF.txt," hs255.1b, hs255.2b, hs255.3b, hs255.4b",ASDFR,FALSE,b, phosphate," (Ce,La,Nd,Th)PO4", usgs denver spectroscopy laboratory,phosphate,monazite
180,Monazite_REE_GDS947_Calif_ASDFRb_AREF.txt, gds947,ASDFR,FALSE,b, phosphate," (Ce,La,Nd,Th)PO4", usgs denver spectroscopy laboratory,phosphate,monazite
181,Monazite_REE_GDS955_Iveland_ASDFRb_AREF.txt, gds955,ASDFR,FALSE,b, phosphate," (Ce,La,Nd,Th)PO4", usgs denver spectroscopy laboratory,phosphate,monazite
182,Pyromorphite_REE_WS427_xtl_ASDFRa_AREF.txt, ws427 xtl,ASDFR,FALSE,a, phosphate, Pb5(PO4)3Cl, usgs denver spectroscopy laboratory,phosphate,pyromorphite
183,Xenotime_GDS966_Iveland_REE_ASDFRa_AREF.txt, gds966,ASDFR,FALSE,a, phosphate, Y(PO4), u.s.g.s. denver spectroscopy laboratory.,phosphate,xenotime
184,Chalcedony_CU91-6A_ASDNGa_AREF.txt, cu91-6a,ASDNG,FALSE,a, tectosilicate, SiO2, usgs denver spectroscopy laboratory,silica,chalcedony
185,c:\2020\ecospeclib\mineral.arsenate.none.coarse.vswir.a-2a.jpl.perkin.spectrum.txt, a-2a,Perk,FALSE,z, none,fe^3+aso_4.2h_2o, jpl,scorodite,scorodite
186,c:\2020\ecospeclib\mineral.arsenate.none.fine.vswir.a-2a.jpl.perkin.spectrum.txt, a-2a,Perk,FALSE,z, none,fe^3+aso_4.2h_2o, jpl,scorodite,scorodite
187,c:\2020\ecospeclib\mineral.arsenate.none.medium.vswir.a-2a.jpl.perkin.spectrum.txt, a-2a,Perk,FALSE,z, none,fe^3+aso_4.2h_2o, jpl,scorodite,scorodite
188,Antigorite_NMNH96917.a_gt250_ASDNGb_AREF.txt," nmnh96917.a, nmnh96917.b, nmnh96917.c, nmnh96917.d, nmnh96917.e, nmnh96917.f",ASDNG,TRUE,b, phyllosilicate," (Mg,Fe+2)3Si2O5(OH)4", usgs denver spectroscopy laboratory,serpentine,antigorite
189,Antigorite_NMNH96917.b_165um_ASDNGb_AREF.txt," nmnh96917.a, nmnh96917.b, nmnh96917.c, nmnh96917.d, nmnh96917.e, nmnh96917.f",ASDNG,TRUE,b, phyllosilicate," (Mg,Fe+2)3Si2O5(OH)4", usgs denver spectroscopy laboratory,serpentine,antigorite
190,Chrysotile_ML99-12A_Coar_Fib_ASDFRb_AREF.txt, ml99-12a,ASDFR,FALSE,b, phyllosilicate, Mg3Si2O5(OH)4, u.s.g.s. denver spectroscopy laboratory.,serpentine,chrysotile
191,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.coarse.vswir.ps-20a.jpl.perkin.spectrum.txt, ps-20a,Perk,FALSE,z, phyllosilicate,"(mg,fe^2+,ni)si_2o_5(oh)_4", jpl,serpentine,serpentine
192,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.fine.vswir.ps-20a.jpl.perkin.spectrum.txt, ps-20a,Perk,FALSE,z, phyllosilicate,"(mg,fe^2+,ni)si_2o_5(oh)_4", jpl,serpentine,serpentine
193,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.medium.vswir.ps-20a.jpl.perkin.spectrum.txt, ps-20a,Perk,FALSE,z, phyllosilicate,"(mg,fe^2+,ni)si_2o_5(oh)_4", jpl,serpentine,serpentine
194,Opal_TM8896_(Hyalite)_ASDNGa_AREF.txt, tm8896,ASDNG,FALSE,a, tectosilicate, SiO2*nH2O, usgs denver spectroscopy laboratory,silica,opal
195,Beidellite_GDS124_ASDFRb_AREF.txt, gds124,ASDFR,FALSE,b, phyllosilicate," (Na,Ca,0.33 Al2[Si3.5Al0.5O10(OH)2]*nH2O", usgs denver spectroscopy laboratory,smectite,beidellite
196,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.fine.vswir.ps-2b.jpl.perkin.spectrum.txt, ps-2b,Perk,FALSE,z, phyllosilicate,"(na,ca)_0.33(al,mg)_2si_4o_10(oh)_2.h_2o", jpl,smectite,montmorillonite
197,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.fine.vswir.ps-2d.jpl.perkin.spectrum.txt, ps-2d,Perk,FALSE,z, phyllosilicate,"(na,ca)_0.33(al,mg)_2si_4o_10(oh)_2.h_2o", jpl,smectite,montmorillonite
198,Montmorillonite_SAz-1_ASDNGb_AREF.txt, saz-1,ASDNG,TRUE,b, phyllosilicate," (Na,Ca)0.33(Al,Mg)2Si4O10(OH)2*nH20", usgs denver spectroscopy laboratory,smectite,montmorillonite
199,Montmorillonite_SWy-1_ASDNGb_AREF.txt, swy-1,ASDNG,TRUE,b, phyllosilicate," (Na,Ca)0.33(Al,Mg)2Si4O10(OH)2*nH20", usgs denver spectroscopy laboratory,smectite,montmorillonite
200,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.fine.vswir.ps-6b.jpl.perkin.spectrum.txt, ps-6b,Perk,FALSE,z, phyllosilicate,"na_0.33fe_2^3+(si,al)_4o_10(oh)_2.h_2o", jpl,smectite,nontronite
201,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.medium.vswir.ps-6b.jpl.perkin.spectrum.txt, ps-6b,Perk,FALSE,z, phyllosilicate,"na_0.33fe_2^3+(si,al)_4o_10(oh)_2.h_2o", jpl,smectite,nontronite
202,Nontronite_NG-1.a_ASDNGb_AREF.txt," ng-1.a, ng-1.b",ASDNG,TRUE,b, phyllosilicate," Na0.33(Fe+3)2(Si,Al)4O10*nH20", usgs denver spectroscopy laboratory,smectite,nontronite
203,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.fine.vswir.ps-24a.jpl.perkin.spectrum.txt, ps-24a,Perk,FALSE,z, phyllosilicate,"(ca/2,na)_0.33(mg,fe^2+)_3(si,al)_4o_10(oh)_2.4h_2o", jpl,smectite,saponite
204,c:\2020\ecospeclib\mineral.sulfate.none.coarse.vswir.so-4a.jpl.perkin.spectrum.txt, so-4a,Perk,FALSE,z, none,kal_3(so_4)_2(oh)_6, jpl,sulphate,alunite
205,c:\2020\ecospeclib\mineral.sulfate.none.medium.vswir.so-4a.jpl.perkin.spectrum.txt, so-4a,Perk,FALSE,z, none,kal_3(so_4)_2(oh)_6, jpl,sulphate,alunite
206,Alunite_HS295.3B_ASDFRa_AREF.txt," hs295.1b, hs295, hs295.3b, hs295.4b, hs295.6",ASDFR,TRUE,a, sulfate, KAl3(SO4)2(OH)6, usgs denver spectroscopy laboratory,sulphate,alunite
207,Alunite_HS295.3B_ASDNGa_AREF.txt," hs295.1b, hs295, hs295.3b, hs295.4b, hs295.6",ASDNG,TRUE,a, sulfate, KAl3(SO4)2(OH)6, usgs denver spectroscopy laboratory,sulphate,alunite
208,Alunite_HS295.4B_ASDFRa_AREF.txt," hs295.1b, hs295, hs295.3b, hs295.4b, hs295.6",ASDFR,TRUE,a, sulfate, KAl3(SO4)2(OH)6, usgs denver spectroscopy laboratory,sulphate,alunite
209,c:\2020\ecospeclib\mineral.sulfate.none.coarse.vswir.so-11a.jpl.perkin.spectrum.txt, so-11a,Perk,FALSE,z, none,cu_3(so_4)(oh)_4, jpl,sulphate,antlerite
210,c:\2020\ecospeclib\mineral.sulfate.none.fine.vswir.so-11a.jpl.perkin.spectrum.txt, so-11a,Perk,FALSE,z, none,cu_3(so_4)(oh)_4, jpl,sulphate,antlerite
211,c:\2020\ecospeclib\mineral.sulfate.none.medium.vswir.so-11a.jpl.perkin.spectrum.txt, so-11a,Perk,FALSE,z, none,cu_3(so_4)(oh)_4, jpl,sulphate,antlerite
212,c:\2020\ecospeclib\mineral.sulfate.none.coarse.vswir.so-2b.jpl.perkin.spectrum.txt, so-2b,Perk,FALSE,z, none,caso_4.2h_2o, jpl,sulphate,gypsum
213,c:\2020\ecospeclib\mineral.sulfate.none.fine.vswir.so-2b.jpl.perkin.spectrum.txt, so-2b,Perk,FALSE,z, none,caso_4.2h_2o, jpl,sulphate,gypsum
214,c:\2020\ecospeclib\mineral.sulfate.none.medium.vswir.so-2b.jpl.perkin.spectrum.txt, so-2b,Perk,FALSE,z, none,caso_4.2h_2o, jpl,sulphate,gypsum
215,Gypsum_HS333.1B_(Selenite)_ASDFRa_AREF.txt," hs333.1b, hs333.2b, hs333.3b, hs333.4b",ASDFR,FALSE,a, sulfate, CaSO4*2H20, usgs denver spectroscopy laboratory,sulphate,gypsum
216,Gypsum_HS333.2B_(Selenite)_ASDFRa_AREF.txt," hs333.1b, hs333.2b, hs333.3b, hs333.4b",ASDFR,FALSE,a, sulfate, CaSO4*2H20, usgs denver spectroscopy laboratory,sulphate,gypsum
217,Gypsum_HS333.3B_(Selenite)_ASDFRa_AREF.txt," hs333.1b, hs333.2b, hs333.3b, hs333.4b",ASDFR,FALSE,a, sulfate, CaSO4*2H20, usgs denver spectroscopy laboratory,sulphate,gypsum
218,Gypsum_HS333.3B_(Selenite)_ASDNGa_AREF.txt," hs333.1b, hs333.2b, hs333.3b, hs333.4b",ASDNG,FALSE,a, sulfate, CaSO4*2H20, usgs denver spectroscopy laboratory,sulphate,gypsum
219,Jarosite_GDS636_K_Penalt325um_ASDNGa_AREF.txt, gds636 ,ASDNG,FALSE,a, sulfate, K(Fe3+)3(SO4)2(OH)6, denver gds collection,sulphate,jarosite
220,c:\2020\ecospeclib\mineral.sulfate.none.coarse.vswir.so-7c.jpl.perkin.spectrum.txt, so-7c,Perk,FALSE,z, none,nafe_3^3+(so_4)_2(oh)_6, jpl,sulphate,natrojarosite
221,c:\2020\ecospeclib\mineral.sulfate.none.fine.vswir.so-7c.jpl.perkin.spectrum.txt, so-7c,Perk,FALSE,z, none,nafe_3^3+(so_4)_2(oh)_6, jpl,sulphate,natrojarosite
222,c:\2020\ecospeclib\mineral.sulfate.none.medium.vswir.so-7c.jpl.perkin.spectrum.txt, so-7c,Perk,FALSE,z, none,nafe_3^3+(so_4)_2(oh)_6, jpl,sulphate,natrojarosite
223,c:\2020\ecospeclib\mineral.silicate.cyclosilicate.fine.vswir.cs-1a.jpl.perkin.spectrum.txt, cs-1a,Perk,FALSE,z, cyclosilicate,"na(mg_3,fe_3^2+)al_6(bo_3)_3si_6o_18(oh)_4", jpl,tourmaline,tourmaline
224,c:\2020\ecospeclib\mineral.silicate.cyclosilicate.medium.vswir.cs-1a.jpl.perkin.spectrum.txt, cs-1a,Perk,FALSE,z, cyclosilicate,"na(mg_3,fe_3^2+)al_6(bo_3)_3si_6o_18(oh)_4", jpl,tourmaline,tourmaline
225,Illite_GDS4.2_Marblehead_ASDNGb_AREF.txt," gds4, gds4.2",ASDNG,TRUE,b, phyllosilicate," (K,H3O)(Al,Mg,Fe)2(Si,Al)4O10[(OH)2,H2O]", usgs denver spectroscopy laboratory,white-mica,illite
226,Illite_GDS4_Marblehead_ASDNGb_AREF.txt," gds4, gds4.2",ASDNG,TRUE,b, phyllosilicate," (K,H3O)(Al,Mg,Fe)2(Si,Al)4O10[(OH)2,H2O]", usgs denver spectroscopy laboratory,white-mica,illite
227,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.coarse.vswir.ps-13b.jpl.perkin.spectrum.txt, ps-13b,Perk,FALSE,z, phyllosilicate,"k(li,al)3(si,al)_4o_10(f,oh)_2", jpl,white-mica,lepidolite
228,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.fine.vswir.ps-13b.jpl.perkin.spectrum.txt, ps-13b,Perk,FALSE,z, phyllosilicate,"k(li,al)3(si,al)_4o_10(f,oh)_2", jpl,white-mica,lepidolite
229,c:\2020\ecospeclib\mineral.silicate.phyllosilicate.medium.vswir.ps-13b.jpl.perkin.spectrum.txt, ps-13b,Perk,FALSE,z, phyllosilicate,"k(li,al)3(si,al)_4o_10(f,oh)_2", jpl,white-mica,lepidolite
230,Lepidolite_HS167.2B_ASDFRb_AREF.txt," hs167.1b, hs167.2b, hs167.3b, hs167.4b, hs167.6",ASDFR,FALSE,b, phyllosilicate," K(Li,Al)3(Si,Al)4O10(F,OH)2", usgs denver spectroscopy laboratory,white-mica,lepidolite
231,Lepidolite_HS167.3B_ASDFRb_AREF.txt," hs167.1b, hs167.2b, hs167.3b, hs167.4b, hs167.6",ASDFR,FALSE,b, phyllosilicate," K(Li,Al)3(Si,Al)4O10(F,OH)2", usgs denver spectroscopy laboratory,white-mica,lepidolite
232,Lepidolite_HS167.4B_ASDFRb_AREF.txt," hs167.1b, hs167.2b, hs167.3b, hs167.4b, hs167.6",ASDFR,FALSE,b, phyllosilicate," K(Li,Al)3(Si,Al)4O10(F,OH)2", usgs denver spectroscopy laboratory,white-mica,lepidolite
233,Muscovite_GDS113a_Ruby_ASDNGa_AREF.txt," gds113, gds113a",ASDNG,TRUE,a, phyllosilicate, KAl2Si3O10(OH)2, usgs denver spectroscopy laboratory,white-mica,muscovite
234,Muscovite_GDS116a_Tanzania_ASDNGa_AREF.txt," gds116, gds116a",ASDNG,TRUE,a, phyllosilicate, KAl2Si3O10(OH)2, usgs denver spectroscopy laboratory,white-mica,muscovite
235,Muscovite_GDS116_Tanzania_ASDNGa_AREF.txt," gds116, gds116a",ASDNG,TRUE,a, phyllosilicate, KAl2Si3O10(OH)2, usgs denver spectroscopy laboratory,white-mica,muscovite
236,Muscovite_HS146.1B_ASDFRa_AREF.txt," hs146.1b, hs146.3b, hs146.4b",ASDFR,FALSE,a, phyllosilicate, KAl2Si3O10(OH)2, usgs denver spectroscopy laboratory,white-mica,muscovite
237,Muscovite_HS146.3B_ASDFRa_AREF.txt," hs146.1b, hs146.3b, hs146.4b",ASDFR,FALSE,a, phyllosilicate, KAl2Si3O10(OH)2, usgs denver spectroscopy laboratory,white-mica,muscovite
238,Muscovite_HS146.4B_ASDFRa_AREF.txt," hs146.1b, hs146.3b, hs146.4b",ASDFR,FALSE,a, phyllosilicate, KAl2Si3O10(OH)2, usgs denver spectroscopy laboratory,white-mica,muscovite
239,c:\2020\ecospeclib\mineral.silicate.tectosilicate.coarse.vswir.ts-8a.jpl.perkin.spectrum.txt, ts-8a,Perk,FALSE,z, tectosilicate,na_2al_2si_3o_10.2h_2o, jpl,zeolite,natrolite
240,c:\2020\ecospeclib\mineral.silicate.tectosilicate.fine.vswir.ts-8a.jpl.perkin.spectrum.txt, ts-8a,Perk,FALSE,z, tectosilicate,na_2al_2si_3o_10.2h_2o, jpl,zeolite,natrolite
241,c:\2020\ecospeclib\mineral.silicate.tectosilicate.medium.vswir.ts-8a.jpl.perkin.spectrum.txt, ts-8a,Perk,FALSE,z, tectosilicate,na_2al_2si_3o_10.2h_2o, jpl,zeolite,natrolite
242,Natrolite_HS169.1B_Zeolite_ASDFRb_AREF.txt," hs169.1b, hs169.2b, hs169.3b, hs169.4b",ASDFR,FALSE,b, tectosilicate, Na2Al2Si3O10*2H20, usgs denver spectroscopy laboratory,zeolite,natrolite
243,Natrolite_HS169.2B_Zeolite_ASDFRb_AREF.txt," hs169.1b, hs169.2b, hs169.3b, hs169.4b",ASDFR,FALSE,b, tectosilicate, Na2Al2Si3O10*2H20, usgs denver spectroscopy laboratory,zeolite,natrolite
244,Natrolite_HS169.3B_Zeolite_ASDFRb_AREF.txt," hs169.1b, hs169.2b, hs169.3b, hs169.4b",ASDFR,FALSE,b, tectosilicate, Na2Al2Si3O10*2H20, usgs denver spectroscopy laboratory,zeolite,natrolite
245,Natrolite_HS169.4B_Zeolite_ASDFRb_AREF.txt," hs169.1b, hs169.2b, hs169.3b, hs169.4b",ASDFR,FALSE,b, tectosilicate, Na2Al2Si3O10*2H20, usgs denver spectroscopy laboratory,zeolite,natrolite
246,c:\2020\ecospeclib\mineral.silicate.tectosilicate.coarse.vswir.ts-9a.jpl.perkin.spectrum.txt, ts-9a,Perk,FALSE,z, tectosilicate,naca_2al_5si_3o_36.14h_2o, jpl,zeolite,stilbite
